GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006
"G1700010","1860","Illinois","170","Adams","0010","ADAMS",41144,179,0,0,,
"G1700030","1860","Illinois","170","Alexander","0030","Alexander",4652,55,0,0,,
"G1700050","1860","Illinois","170","Bond","0050","Bond",9767,48,0,0,,
"G1700070","1860","Illinois","170","Boone","0070","Boone",11670,8,0,0,,
"G1700090","1860","Illinois","170","Brown","0090","Brown",9919,19,0,0,,
"G1700110","1860","Illinois","170","Bureau","0110","Bureau",26415,11,0,0,,
"G1700130","1860","Illinois","170","Calhoun","0130","Calhoun",5143,1,0,0,,
"G1700150","1860","Illinois","170","Carroll","0150","Carroll",11718,15,0,0,,
"G1700170","1860","Illinois","170","Cass","0170","Cass",11313,12,0,0,,
"G1700190","1860","Illinois","170","Champaign","0190","Champaign",14581,48,0,0,,
"G1700210","1860","Illinois","170","Christian","0210","Christian",10475,17,0,0,,
"G1700230","1860","Illinois","170","Clark","0230","Clark",14948,39,0,0,,
"G1700250","1860","Illinois","170","Clay","0250","Clay",9309,27,0,0,,
"G1700270","1860","Illinois","170","Clinton","0270","Clinton",10729,212,0,0,,
"G1700290","1860","Illinois","170","Coles","0290","Coles",14174,29,0,0,,
"G1700310","1860","Illinois","170","Cook","0310","Cook",143947,1007,0,0,,
"G1700330","1860","Illinois","170","Crawford","0330","Crawford",11529,22,0,0,,
"G1700350","1860","Illinois","170","Cumberland","0350","Cumberland",8309,2,0,0,,
"G1700370","1860","Illinois","170","DeKalb","0370","De Kalb",19079,7,0,0,,
"G1700390","1860","Illinois","170","De Witt","0390","De Witt",10814,6,0,0,,
"G1700410","1860","Illinois","170","Douglas","0410","Douglas",7109,31,0,0,,
"G1700430","1860","Illinois","170","Du Page","0430","Du Page",14696,5,0,0,,
"G1700450","1860","Illinois","170","Edgar","0450","Edgar",16888,37,0,0,,
"G1700470","1860","Illinois","170","Edwards","0470","Edwards",5379,75,0,0,,
"G1700490","1860","Illinois","170","Effingham","0490","Effingham",7805,11,0,0,,
"G1700510","1860","Illinois","170","Fayette","0510","Fayette",11146,43,0,0,,
"G1700530","1860","Illinois","170","Ford","0530","Ford",1979,0,0,0,,
"G1700550","1860","Illinois","170","Franklin","0550","Franklin",9367,26,0,0,,
"G1700570","1860","Illinois","170","Fulton","0570","Fulton",33289,49,0,0,,
"G1700590","1860","Illinois","170","Gallatin","0590","Gallatin",7629,426,0,0,,
"G1700610","1860","Illinois","170","Greene","0610","Greene",16067,26,0,0,,
"G1700630","1860","Illinois","170","Grundy","0630","Grundy",10362,7,0,10,,
"G1700650","1860","Illinois","170","Hamilton","0650","Hamilton",9849,66,0,0,,
"G1700670","1860","Illinois","170","Hancock","0670","Hancock",29040,20,0,1,,
"G1700690","1860","Illinois","170","Hardin","0690","Hardin",3704,55,0,0,,
"G1700710","1860","Illinois","170","Henderson","0710","Henderson",9499,2,0,0,,
"G1700730","1860","Illinois","170","Henry","0730","Henry",20658,2,0,0,,
"G1700750","1860","Illinois","170","Iroquois","0750","Iroquois",12285,40,0,0,,
"G1700770","1860","Illinois","170","Jackson","0770","Jackson",9560,29,0,0,,
"G1700790","1860","Illinois","170","Jasper","0790","Jasper",8350,14,0,0,,
"G1700810","1860","Illinois","170","Jefferson","0810","Jefferson",12931,34,0,0,,
"G1700830","1860","Illinois","170","Jersey","0830","Jersey",11942,109,0,0,,
"G1700850","1860","Illinois","170","Jo Daviess","0850","Jo Daviess",27147,178,0,0,,
"G1700870","1860","Illinois","170","Johnson","0870","Johnson",9306,36,0,0,,
"G1700890","1860","Illinois","170","Kane","0890","Kane",30024,38,0,0,,
"G1700910","1860","Illinois","170","Kankakee","0910","Kankakee",15393,19,0,0,,
"G1700930","1860","Illinois","170","Kendall","0930","Kendall",13073,1,0,0,,
"G1700950","1860","Illinois","170","Knox","0950","Knox",28512,151,0,0,,
"G1700970","1860","Illinois","170","Lake","0970","La Salle",18248,9,0,0,,
"G1700990","1860","Illinois","170","La Salle","0990","Lake",48272,60,0,0,,
"G1701010","1860","Illinois","170","Lawrence","1010","Lawrence",8976,238,0,0,,
"G1701030","1860","Illinois","170","Lee","1030","Lee",17643,8,0,0,,
"G1701050","1860","Illinois","170","Livingston","1050","Livingston",11632,5,0,0,,
"G1701070","1860","Illinois","170","Logan","1070","Logan",14247,25,0,0,,
"G1701090","1860","Illinois","170","McDonough","1090","Mcdonough",20061,8,0,0,,
"G1701110","1860","Illinois","170","McHenry","1110","Mchenry",22085,4,0,0,,
"G1701130","1860","Illinois","170","McLean","1130","Mclean",28580,192,0,0,,
"G1701150","1860","Illinois","170","Macon","1150","Macon",13655,83,0,0,,
"G1701170","1860","Illinois","170","Macoupin","1170","Macoupin",24504,98,0,0,,
"G1701190","1860","Illinois","170","Madison","1190","Madison",30679,562,0,10,,
"G1701210","1860","Illinois","170","Marion","1210","Marion",12730,9,0,0,,
"G1701230","1860","Illinois","170","Marshall","1230","Marshall",13437,0,0,0,,
"G1701250","1860","Illinois","170","Mason","1250","Mason",10929,2,0,0,,
"G1701270","1860","Illinois","170","Massac","1270","Massac",6101,112,0,0,,
"G1701290","1860","Illinois","170","Menard","1290","Menard",9577,7,0,0,,
"G1701310","1860","Illinois","170","Mercer","1310","Mercer",15037,5,0,0,,
"G1701330","1860","Illinois","170","Monroe","1330","Monroe",12815,17,0,0,,
"G1701350","1860","Illinois","170","Montgomery","1350","Montgomery",13881,98,0,0,,
"G1701370","1860","Illinois","170","Morgan","1370","Morgan",21937,175,0,0,,
"G1701390","1860","Illinois","170","Moultrie","1390","Moultrie",6384,1,0,0,,
"G1701410","1860","Illinois","170","Ogle","1410","Ogle",22863,25,0,0,,
"G1701430","1860","Illinois","170","Peoria","1430","Peoria",36475,126,0,0,,
"G1701450","1860","Illinois","170","Perry","1450","Perry",9508,44,0,0,,
"G1701470","1860","Illinois","170","Piatt","1470","Piatt",6124,3,0,0,,
"G1701490","1860","Illinois","170","Pike","1490","Pike",27182,67,0,0,,
"G1701510","1860","Illinois","170","Pope","1510","Pope",6546,196,0,0,,
"G1701530","1860","Illinois","170","Pulaski","1530","Pulaski",3904,39,0,0,,
"G1701550","1860","Illinois","170","Putnam","1550","Putnam",5579,8,0,0,,
"G1701570","1860","Illinois","170","Randolph","1570","Randolph",16766,439,0,0,,
"G1701590","1860","Illinois","170","Richland","1590","Richland",9709,2,0,0,,
"G1701610","1860","Illinois","170","Rock Island","1610","Rock Island",20981,24,0,0,,
"G1701630","1860","Illinois","170","St Clair","1630","St Clair",37169,525,0,0,,
"G1701650","1860","Illinois","170","Saline","1650","Saline",9152,170,0,9,,
"G1701670","1860","Illinois","170","Sangamon","1670","Sangamon",31963,311,0,0,,
"G1701690","1860","Illinois","170","Schuyler","1690","Schuyler",14670,14,0,0,,
"G1701710","1860","Illinois","170","Scott","1710","Scott",9047,22,0,0,,
"G1701730","1860","Illinois","170","Shelby","1730","Shelby",14590,23,0,0,,
"G1701750","1860","Illinois","170","Stark","1750","Stark",9003,1,0,0,,
"G1701770","1860","Illinois","170","Stephenson","1770","Stephenson",25112,0,0,0,,
"G1701790","1860","Illinois","170","Tazewell","1790","Tazewell",21427,43,0,0,,
"G1701810","1860","Illinois","170","Union","1810","Union",11145,36,0,0,,
"G1701830","1860","Illinois","170","Vermilion","1830","Vermilion",19779,21,0,0,,
"G1701850","1860","Illinois","170","Wabash","1850","Wabash",7233,80,0,0,,
"G1701870","1860","Illinois","170","Warren","1870","Warren",18293,43,0,0,,
"G1701890","1860","Illinois","170","Washington","1890","Washington",13725,6,0,0,,
"G1701910","1860","Illinois","170","Wayne","1910","Wayne",12222,1,0,0,,
"G1701930","1860","Illinois","170","White","1930","White",12274,129,0,0,,
"G1701950","1860","Illinois","170","Whiteside","1950","Whiteside",18727,8,0,2,,
"G1701970","1860","Illinois","170","Will","1970","Will",29264,57,0,0,,
"G1701990","1860","Illinois","170","Williamson","1990","Williamson",12087,118,0,0,,
"G1702010","1860","Illinois","170","Winnebago","2010","Winnebago",24457,34,0,0,,
"G1702030","1860","Illinois","170","Woodford","2030","Woodford",13281,1,0,0,,
"G1800010","1860","Indiana","180","Adams","0010","Adams",9246,6,0,0,,
"G1800030","1860","Indiana","180","Allen","0030","Allen",29243,63,0,22,,
"G1800050","1860","Indiana","180","Bartholomew","0050","Bartholomew",17858,7,0,0,,
"G1800070","1860","Indiana","180","Benton","0070","Benton",2809,0,0,0,,
"G1800090","1860","Indiana","180","Blackford","0090","Blackford",4122,0,0,0,,
"G1800110","1860","Indiana","180","Boone","0110","Boone",16663,90,0,0,,
"G1800130","1860","Indiana","180","Brown","0130","Brown",6503,0,0,4,,
"G1800150","1860","Indiana","180","Carroll","0150","Carroll",13476,13,0,0,,
"G1800170","1860","Indiana","180","Cass","0170","Cass",16770,65,0,8,,
"G1800190","1860","Indiana","180","Clark","0190","Clark",19982,520,0,0,,
"G1800210","1860","Indiana","180","Clay","0210","Clay",12139,22,0,0,,
"G1800230","1860","Indiana","180","Clinton","0230","Clinton",14485,20,0,0,,
"G1800250","1860","Indiana","180","Crawford","0250","Crawford",8226,0,0,0,,
"G1800270","1860","Indiana","180","Daviess","0270","Daviess",13249,74,0,0,,
"G1800290","1860","Indiana","180","Dearborn","0290","Dearborn",24332,74,0,0,,
"G1800310","1860","Indiana","180","Decatur","0310","Decatur",17270,24,0,0,,
"G1800330","1860","Indiana","180","DeKalb","0330","De Kalb",13865,15,0,0,,
"G1800350","1860","Indiana","180","Delaware","0350","Delaware",15737,16,0,0,,
"G1800370","1860","Indiana","180","Dubois","0370","Dubois",10382,12,0,0,,
"G1800390","1860","Indiana","180","Elkhart","0390","Elkhart",20966,20,0,0,,
"G1800410","1860","Indiana","180","Fayette","0410","Fayette",10138,87,0,0,,
"G1800430","1860","Indiana","180","Floyd","0430","Floyd",19426,757,0,0,,
"G1800450","1860","Indiana","180","Fountain","0450","Fountain",15493,73,0,0,,
"G1800470","1860","Indiana","180","Franklin","0470","Franklin",19446,103,0,0,,
"G1800490","1860","Indiana","180","Fulton","0490","Fulton",9416,6,0,0,,
"G1800510","1860","Indiana","180","Gibson","0510","Gibson",14258,274,0,0,,
"G1800530","1860","Indiana","180","Grant","0530","Grant",15412,384,0,1,,
"G1800550","1860","Indiana","180","Greene","0550","Greene",15962,79,0,0,,
"G1800570","1860","Indiana","180","Hamilton","0570","Hamilton",16960,350,0,0,,
"G1800590","1860","Indiana","180","Hancock","0590","Hancock",12709,93,0,0,,
"G1800610","1860","Indiana","180","Harrison","0610","Harrison",18407,114,0,0,,
"G1800630","1860","Indiana","180","Hendricks","0630","Hendricks",16908,45,0,0,,
"G1800650","1860","Indiana","180","Henry","0650","Henry",19836,283,0,0,,
"G1800670","1860","Indiana","180","Howard","0670","Howard",12359,165,0,0,,
"G1800690","1860","Indiana","180","Huntington","0690","Huntington",14865,2,0,0,,
"G1800710","1860","Indiana","180","Jackson","0710","Jackson",16107,179,0,0,,
"G1800730","1860","Indiana","180","Jasper","0730","Jasper",4286,5,0,0,,
"G1800750","1860","Indiana","180","Jay","0750","Jay",11378,21,0,0,,
"G1800770","1860","Indiana","180","Jefferson","0770","Jefferson",24524,512,0,0,,
"G1800790","1860","Indiana","180","Jennings","0790","Jennings",14598,151,0,0,,
"G1800810","1860","Indiana","180","Johnson","0810","Johnson",14835,19,0,0,,
"G1800830","1860","Indiana","180","Knox","0830","Knox",15607,449,0,0,,
"G1800850","1860","Indiana","180","Kosciusko","0850","Kosciusko",17416,2,0,0,,
"G1800870","1860","Indiana","180","Lagrange","0870","Lagrange",11350,16,0,0,,
"G1800890","1860","Indiana","180","Lake","0890","Lake",9140,5,0,0,,
"G1800910","1860","Indiana","180","LaPorte","0910","Laporte",22784,135,0,0,,
"G1800930","1860","Indiana","180","Lawrence","0930","Lawrence",13574,118,0,0,,
"G1800950","1860","Indiana","180","Madison","0950","Madison",16458,60,0,0,,
"G1800970","1860","Indiana","180","Marion","0970","Marion",39030,825,0,0,,
"G1800990","1860","Indiana","180","Marshall","0990","Marshall",12719,3,0,0,,
"G1801010","1860","Indiana","180","Martin","1010","Martin",8923,52,0,0,,
"G1801030","1860","Indiana","180","Miami","1030","Miami",16631,47,0,173,,
"G1801050","1860","Indiana","180","Monroe","1050","Monroe",12822,25,0,0,,
"G1801070","1860","Indiana","180","Montgomery","1070","Montgomery",20738,150,0,0,,
"G1801090","1860","Indiana","180","Morgan","1090","Morgan",16003,107,0,0,,
"G1801110","1860","Indiana","180","Newton","1110","Newton",2360,0,0,0,,
"G1801130","1860","Indiana","180","Noble","1130","Noble",14907,8,0,0,,
"G1801150","1860","Indiana","180","Ohio","1150","Ohio",5439,23,0,0,,
"G1801170","1860","Indiana","180","Orange","1170","Orange",11816,260,0,0,,
"G1801190","1860","Indiana","180","Owen","1190","Owen",14291,85,0,0,,
"G1801210","1860","Indiana","180","Parke","1210","Parke",15342,196,0,0,,
"G1801230","1860","Indiana","180","Perry","1230","Perry",11844,3,0,0,,
"G1801250","1860","Indiana","180","Pike","1250","Pike",10064,14,0,0,,
"G1801270","1860","Indiana","180","Porter","1270","Porter",10296,17,0,0,,
"G1801290","1860","Indiana","180","Posey","1290","Posey",16031,136,0,0,,
"G1801310","1860","Indiana","180","Pulaski","1310","Pulaski",5711,0,0,0,,
"G1801330","1860","Indiana","180","Putnam","1330","Putnam",20662,19,0,0,,
"G1801350","1860","Indiana","180","Randolph","1350","Randolph",18172,825,0,0,,
"G1801370","1860","Indiana","180","Ripley","1370","Ripley",18967,87,0,0,,
"G1801390","1860","Indiana","180","Rush","1390","Rush",15774,419,0,0,,
"G1801410","1860","Indiana","180","St Joseph","1410","St Joseph",18338,88,0,29,,
"G1801430","1860","Indiana","180","Scott","1430","Scott",7301,2,0,0,,
"G1801450","1860","Indiana","180","Shelby","1450","Shelby",19548,21,0,0,,
"G1801470","1860","Indiana","180","Spencer","1470","Spencer",14554,2,0,0,,
"G1801490","1860","Indiana","180","Starke","1490","Starke",2194,1,0,0,,
"G1801510","1860","Indiana","180","Steuben","1510","Steuben",10372,2,0,0,,
"G1801530","1860","Indiana","180","Sullivan","1530","Sullivan",14944,120,0,0,,
"G1801550","1860","Indiana","180","Switzerland","1550","Switzerland",12656,42,0,0,,
"G1801570","1860","Indiana","180","Tippecanoe","1570","Tippecanoe",25582,143,0,1,,
"G1801590","1860","Indiana","180","Tipton","1590","Tipton",8135,35,0,0,,
"G1801610","1860","Indiana","180","Union","1610","Union",7063,40,0,6,,
"G1801630","1860","Indiana","180","Vanderburgh","1630","Vanderburgh",20425,127,0,0,,
"G1801650","1860","Indiana","180","Vermillion","1650","Vermillion",9392,30,0,0,,
"G1801670","1860","Indiana","180","Vigo","1670","Vigo",21811,706,0,0,,
"G1801690","1860","Indiana","180","Wabash","1690","Wabash",17469,33,0,45,,
"G1801710","1860","Indiana","180","Warren","1710","Warren",10040,17,0,0,,
"G1801730","1860","Indiana","180","Warrick","1730","Warrick",13242,19,0,0,,
"G1801750","1860","Indiana","180","Washington","1750","Washington",17722,187,0,0,,
"G1801770","1860","Indiana","180","Wayne","1770","Wayne",28688,870,0,0,,
"G1801790","1860","Indiana","180","Wells","1790","Wells",10843,1,0,0,,
"G1801810","1860","Indiana","180","White","1810","White",8237,21,0,0,,
"G1801830","1860","Indiana","180","Whitley","1830","Whitley",10637,92,0,1,,
"G1900010","1860","Iowa","190","Adair","0010","Adair",984,0,0,0,,
"G1900030","1860","Iowa","190","Adams","0030","Adams",1533,0,0,0,,
"G1900050","1860","Iowa","190","Allamakee","0050","Allamakee",12231,6,0,0,,
"G1900070","1860","Iowa","190","Appanoose","0070","Appanoose",11918,13,0,0,,
"G1900090","1860","Iowa","190","Audubon","0090","Audubon",454,0,0,0,,
"G1900110","1860","Iowa","190","Benton","0110","Benton",8495,1,0,0,,
"G1900130","1860","Iowa","190","Black Hawk","0130","Black Hawk",8226,18,0,0,,
"G1900150","1860","Iowa","190","Boone","0150","Boone",4232,0,0,0,,
"G1900170","1860","Iowa","190","Bremer","0170","Bremer",4910,5,0,0,,
"G1900190","1860","Iowa","190","Buchanan","0190","Buchanan",7904,2,0,0,,
"G1900210","1860","Iowa","190","Buena Vista","0210","Buena Vista",57,0,0,0,,
"G1900215","1860","Iowa","190","Buncombe","0215","Buncombe",,,,,,
"G1900230","1860","Iowa","190","Butler","0230","Butler",3723,1,0,0,,
"G1900250","1860","Iowa","190","Calhoun","0250","Calhoun",147,0,0,0,,
"G1900270","1860","Iowa","190","Carroll","0270","Carroll",281,0,0,0,,
"G1900290","1860","Iowa","190","Cass","0290","Cass",1612,0,0,0,,
"G1900310","1860","Iowa","190","Cedar","0310","Cedar",12937,12,0,0,,
"G1900330","1860","Iowa","190","Cerro Gordo","0330","Cerro Gordo",940,0,0,0,,
"G1900350","1860","Iowa","190","Cherokee","0350","Cherokee",58,0,0,0,,
"G1900370","1860","Iowa","190","Chickasaw","0370","Chickasaw",4331,5,0,0,,
"G1900390","1860","Iowa","190","Clarke","0390","Clarke",5427,0,0,0,,
"G1900410","1860","Iowa","190","Clay","0410","Clay",52,0,0,0,,
"G1900430","1860","Iowa","190","Clayton","0430","Clayton",20703,25,0,0,,
"G1900450","1860","Iowa","190","Clinton","0450","Clinton",18925,13,0,0,,
"G1900470","1860","Iowa","190","Crawford","0470","Crawford",383,0,0,0,,
"G1900490","1860","Iowa","190","Dallas","0490","Dallas",5244,0,0,0,,
"G1900510","1860","Iowa","190","Davis","0510","Davis",13762,2,0,0,,
"G1900530","1860","Iowa","190","Decatur","0530","Decatur",8670,7,0,0,,
"G1900550","1860","Iowa","190","Delaware","0550","Delaware",11023,1,0,0,,
"G1900570","1860","Iowa","190","Des Moines","0570","Des Moines",19583,28,0,0,,
"G1900590","1860","Iowa","190","Dickinson","0590","Dickinson",180,0,0,0,,
"G1900610","1860","Iowa","190","Dubuque","0610","Dubuque",31083,81,0,0,,
"G1900630","1860","Iowa","190","Emmet","0630","Emmet",105,0,0,0,,
"G1900650","1860","Iowa","190","Fayette","0650","Fayette",12019,54,0,0,,
"G1900670","1860","Iowa","190","Floyd","0670","Floyd",3744,0,0,0,,
"G1900690","1860","Iowa","190","Franklin","0690","Franklin",1309,0,0,0,,
"G1900710","1860","Iowa","190","Fremont","0710","Fremont",5069,5,0,0,,
"G1900730","1860","Iowa","190","Greene","0730","Greene",1374,0,0,0,,
"G1900750","1860","Iowa","190","Grundy","0750","Grundy",793,0,0,0,,
"G1900770","1860","Iowa","190","Guthrie","0770","Guthrie",3058,0,0,0,,
"G1900790","1860","Iowa","190","Hamilton","0790","Hamilton",1699,0,0,0,,
"G1900810","1860","Iowa","190","Hancock","0810","Hancock",179,0,0,0,,
"G1900830","1860","Iowa","190","Hardin","0830","Hardin",5440,0,0,0,,
"G1900850","1860","Iowa","190","Harrison","0850","Harrison",3620,1,0,0,,
"G1900870","1860","Iowa","190","Henry","0870","Henry",18677,24,0,0,,
"G1900890","1860","Iowa","190","Howard","0890","Howard",3167,1,0,0,,
"G1900910","1860","Iowa","190","Humboldt","0910","Humboldt",332,0,0,0,,
"G1900930","1860","Iowa","190","Ida","0930","Ida",43,0,0,0,,
"G1900950","1860","Iowa","190","Iowa","0950","Iowa",8029,0,0,0,,
"G1900970","1860","Iowa","190","Jackson","0970","Jackson",18482,11,0,0,,
"G1900990","1860","Iowa","190","Jasper","0990","Jasper",9882,1,0,0,,
"G1901010","1860","Iowa","190","Jefferson","1010","Jefferson",15030,8,0,0,,
"G1901030","1860","Iowa","190","Johnson","1030","Johnson",17535,38,0,0,,
"G1901050","1860","Iowa","190","Jones","1050","Jones",13299,7,0,0,,
"G1901070","1860","Iowa","190","Keokuk","1070","Keokuk",13271,0,0,0,,
"G1901090","1860","Iowa","190","Kossuth","1090","Kossuth",416,0,0,0,,
"G1901110","1860","Iowa","190","Lee","1110","Lee",28987,245,0,0,,
"G1901130","1860","Iowa","190","Linn","1130","Linn",18936,11,0,0,,
"G1901150","1860","Iowa","190","Louisa","1150","Louisa",10276,94,0,0,,
"G1901170","1860","Iowa","190","Lucas","1170","Lucas",5764,2,0,0,,
"G1901210","1860","Iowa","190","Madison","1210","Madison",7339,0,0,0,,
"G1901230","1860","Iowa","190","Mahaska","1230","Mahaska",14800,16,0,0,,
"G1901250","1860","Iowa","190","Marion","1250","Marion",16780,33,0,0,,
"G1901270","1860","Iowa","190","Marshall","1270","Marshall",6015,0,0,0,,
"G1901290","1860","Iowa","190","Mills","1290","Mills",4462,16,0,3,,
"G1901310","1860","Iowa","190","Mitchell","1310","Mitchell",3409,0,0,0,,
"G1901330","1860","Iowa","190","Monona","1330","Monona",828,1,0,3,,
"G1901350","1860","Iowa","190","Monroe","1350","Monroe",8610,2,0,0,,
"G1901370","1860","Iowa","190","Montgomery","1370","Montgomery",1245,0,0,11,,
"G1901390","1860","Iowa","190","Muscatine","1390","Muscatine",16332,112,0,0,,
"G1901410","1860","Iowa","190","O Brien","1410","O Brien",8,0,0,0,,
"G1901430","1860","Iowa","190","Osceola","1430","Osceola",,,,,,
"G1901450","1860","Iowa","190","Page","1450","Page",4418,1,0,0,,
"G1901470","1860","Iowa","190","Palo Alto","1470","Palo Alto",132,0,0,0,,
"G1901490","1860","Iowa","190","Plymouth","1490","Plymouth",138,0,0,10,,
"G1901510","1860","Iowa","190","Pocahontas","1510","Pocahontas",103,0,0,0,,
"G1901530","1860","Iowa","190","Polk","1530","Polk",11612,13,0,0,,
"G1901550","1860","Iowa","190","Pottawattamie","1550","Pottawattamie",4959,9,0,0,,
"G1901570","1860","Iowa","190","Poweshiek","1570","Poweshiek",5661,7,0,0,,
"G1901590","1860","Iowa","190","Ringgold","1590","Ringgold",2922,1,0,0,,
"G1901610","1860","Iowa","190","Sac","1610","Sac",246,0,0,0,,
"G1901630","1860","Iowa","190","Scott","1630","Scott",25920,39,0,0,,
"G1901650","1860","Iowa","190","Shelby","1650","Shelby",817,1,0,0,,
"G1901670","1860","Iowa","190","Sioux","1670","Sioux",10,0,0,0,,
"G1901690","1860","Iowa","190","Story","1690","Story",4051,0,0,0,,
"G1901710","1860","Iowa","190","Tama","1710","Tama",5285,0,0,0,,
"G1901730","1860","Iowa","190","Taylor","1730","Taylor",3590,0,0,0,,
"G1901750","1860","Iowa","190","Union","1750","Union",2012,0,0,0,,
"G1901770","1860","Iowa","190","Van Buren","1770","Van Buren",17077,4,0,0,,
"G1901790","1860","Iowa","190","Wapello","1790","Wapello",14471,47,0,0,,
"G1901810","1860","Iowa","190","Warren","1810","Warren",10267,14,0,0,,
"G1901830","1860","Iowa","190","Washington","1830","Washington",14222,13,0,0,,
"G1901850","1860","Iowa","190","Wayne","1850","Wayne",6398,11,0,0,,
"G1901870","1860","Iowa","190","Webster","1870","Webster",2500,4,0,0,,
"G1901890","1860","Iowa","190","Winnebago","1890","Winnebago",168,0,0,0,,
"G1901910","1860","Iowa","190","Winneshiek","1910","Winneshiek",13942,0,0,0,,
"G1901930","1860","Iowa","190","Woodbury","1930","Woodbury",1078,3,0,38,,
"G1901950","1860","Iowa","190","Worth","1950","Worth",756,0,0,0,,
"G1901970","1860","Iowa","190","Wright","1970","Wright",653,0,0,0,,
"G2050015","1860","Kansas Territory","205","Allen","0015","Allen",3079,3,0,0,,
"G2050035","1860","Kansas Territory","205","Anderson","0035","Anderson",2398,0,2,0,,
"G2050055","1860","Kansas Territory","205","Arapahoe","0055","Arapahoe",34231,46,0,0,,
"G2050075","1860","Kansas Territory","205","Atchison","0075","Atchison",7693,36,0,0,,
"G2050095","1860","Kansas Territory","205","Bourbon","0095","Bourbon",6035,65,0,1,,
"G2050115","1860","Kansas Territory","205","Breckinridge","0115","Breckinridge",3197,0,0,0,,
"G2050135","1860","Kansas Territory","205","Brown","0135","Brown",2607,0,0,0,,
"G2050155","1860","Kansas Territory","205","Butler","0155","Butler",432,5,0,0,,
"G2050175","1860","Kansas Territory","205","Chase","0175","Chase",808,0,0,0,,
"G2050195","1860","Kansas Territory","205","Clay","0195","Clay",163,0,0,0,,
"G2050215","1860","Kansas Territory","205","Coffey","0215","Coffey",2842,0,0,0,,
"G2050255","1860","Kansas Territory","205","Davis","0255","Davis",1162,1,0,0,,
"G2050275","1860","Kansas Territory","205","Dickinson","0275","Dickinson",378,0,0,0,,
"G2050295","1860","Kansas Territory","205","Doniphan","0295","Doniphan",8026,41,0,16,,
"G2050315","1860","Kansas Territory","205","Dorn","0315","Dorn",88,0,0,0,,
"G2050335","1860","Kansas Territory","205","Douglas","0335","Douglas",8633,4,0,0,,
"G2050355","1860","Kansas Territory","205","Franklin","0355","Franklin",3030,0,0,0,,
"G2050375","1860","Kansas Territory","205","Godfrey","0375","Godfrey",19,0,0,0,,
"G2050395","1860","Kansas Territory","205","Greenwood","0395","Greenwood",759,0,0,0,,
"G2050415","1860","Kansas Territory","205","Hunter","0415","Hunter",150,8,0,0,,
"G2050435","1860","Kansas Territory","205","Jackson","0435","Jackson",1936,0,0,0,,
"G2050455","1860","Kansas Territory","205","Jefferson","0455","Jefferson",4439,20,0,0,,
"G2050475","1860","Kansas Territory","205","Johnson","0475","Johnson",4364,0,0,0,,
"G2050495","1860","Kansas Territory","205","Leavenworth","0495","Leavenworth",12311,295,0,0,,
"G2050515","1860","Kansas Territory","205","Linn","0515","Linn",6313,1,0,22,,
"G2050535","1860","Kansas Territory","205","McGhee","0535","Mcghee",1428,66,0,7,,
"G2050555","1860","Kansas Territory","205","Madison","0555","Madison",636,0,0,0,,
"G2050575","1860","Kansas Territory","205","Marion","0575","Marion",74,0,0,0,,
"G2050595","1860","Kansas Territory","205","Marshall","0595","Marshall",2280,0,0,0,,
"G2050615","1860","Kansas Territory","205","Miami/Lykins","0615","Miami/Lykins",4978,0,0,2,,
"G2050635","1860","Kansas Territory","205","Morris","0635","Morris",770,0,0,0,,
"G2050655","1860","Kansas Territory","205","Nemaha","0655","Nemaha",2436,0,0,0,,
"G2050695","1860","Kansas Territory","205","Osage","0695","Osage",1113,0,0,0,,
"G2050715","1860","Kansas Territory","205","Otoe","0715","Otoe",214,24,0,0,,
"G2050735","1860","Kansas Territory","205","Pottawatomie","0735","Pottawatomie",1529,0,0,0,,
"G2050755","1860","Kansas Territory","205","Riley","0755","Riley",1224,0,0,0,,
"G2050795","1860","Kansas Territory","205","Shawnee","0795","Shawnee",3505,8,0,0,,
"G2050815","1860","Kansas Territory","205","Wabaunsee","0815","Wabaunsee",1023,0,0,0,,
"G2050835","1860","Kansas Territory","205","Washington","0835","Washington",383,0,0,0,,
"G2050855","1860","Kansas Territory","205","Wilson","0855","Wilson",27,0,0,0,,
"G2050875","1860","Kansas Territory","205","Woodson","0875","Woodson",1488,0,0,0,,
"G2052090","1860","Kansas Territory","205","Wyandotte","2090","Wyandotte",2420,48,0,141,,
"G2100010","1860","Kentucky","210","Adair","0010","Adair",7847,60,1602,0,,
"G2100030","1860","Kentucky","210","Allen","0030","Allen",7625,40,1522,0,,
"G2100050","1860","Kentucky","210","Anderson","0050","Anderson",6033,14,1357,0,,
"G2100070","1860","Kentucky","210","Ballard","0070","Ballard",6943,31,1718,0,,
"G2100090","1860","Kentucky","210","Barren","0090","Barren",12539,48,4078,0,,
"G2100110","1860","Kentucky","210","Bath","0110","Bath",9472,141,2500,0,,
"G2100150","1860","Kentucky","210","Boone","0150","Boone",9403,48,1745,0,,
"G2100170","1860","Kentucky","210","Bourbon","0170","Bourbon",7793,300,6767,0,,
"G2100190","1860","Kentucky","210","Boyd","0190","Boyd",5871,17,156,0,,
"G2100210","1860","Kentucky","210","Boyle","0210","Boyle",5590,435,3279,0,,
"G2100230","1860","Kentucky","210","Bracken","0230","Bracken",10188,83,750,0,,
